park,summit,aspect,transition,sciname,slope,sitelat,siteelev,site.probD,site.s.probD,family,genus,species,perenneating,leaves,habit,taxunit,startyear,startcover,endyear,endcover,changecover,propchangecover,latmin1090,latmax1090,latmean1090,latmedian1090,latrange1090,min.tmean,mean.tmean,max.tmean,min.snowdays,mean.snowdays,max.snowdays,min.wy.ppt,mean.wy.ppt,max.wy.ppt,min.pet,mean.pet,max.pet,min.aet,mean.aet,max.aet,min.cwd,mean.cwd,max.cwd,min.gs.ppt,mean.gs.ppt,max.gs.ppt,min.gdd,mean.gdd,max.gdd,start.lower,start.upper,end.lower,end.upper,startcover0,endcover0,allcover0,expanded,contracted,nochange,no0,climPC1,climPC2
GSD,MUD,N,MUD1,Taraxacum officinale,10.45274353,37.887517,3700,4.82825524697913e-6,0.04697534147343418,Asteraceae,Taraxacum,officinale,below,D,forb,dicot,2009,0,2015,0,0,0,29.57336667,45.778611,38.79249288461999,39.166306500000005,30.6729444,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,200,200,200,200,1,1,1,0,0,1,0,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD1,Potentilla nivea,10.45274353,37.887517,3700,5.932482204000115e-5,0.9493217300493964,Rosaceae,Potentilla,nivea,below,D,forb,dicot,2009,0,2015,0,0,0,38.5667,68.48,56.22689301690371,61.30735,33.15417,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,0,0,400,400,1,1,1,0,0,1,0,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD1,Potentilla pulcherrima,10.45274353,37.887517,3700,6.280691451568312e-5,0.2816676880521998,Rosaceae,Potentilla,pulcherrima,below,D,forb,dicot,2009,0.0125,2015,0,-0.0125,-0.11111111111111112,35.332222,43.67034,38.56537449190067,38.8338495,10.923673,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,200,200,0,0,0,1,0,0,1,0,0,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD1,Tonestus pygmaeus,10.45274353,37.887517,3700,4.994704128218023e-4,0.6611574656334026,Asteraceae,Tonestus,pygmaeus,below,D,forb,dicot,2009,0.625,2015,1.375,0.75,1.0344827586206897,37.08085,39.9311488,38.51499339758427,38.79239,4.300482130000006,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,0,200,600,400,0,0,0,1,0,0,1,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD1,Tetraneuris acaulis,10.45274353,37.887517,3700,1.8410675428856225e-5,0.1591123960526559,Asteraceae,Tetraneuris,acaulis,below,D,forb,dicot,2009,0,2015,0,0,0,35.83757,44.48058,39.08297287826389,38.7292545,14.898497000000004,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,400,600,400,600,1,1,1,0,0,1,0,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD1,Tetraneuris brandegeei,10.45274353,37.887517,3700,2.637342987613499e-4,0.4932259007068151,Asteraceae,Tetraneuris,brandegeei,below,D,forb,dicot,2009,0,2015,0,0,0,33.37855,37.947708,36.353231474848485,36.5639,5.967988999999999,9.264,9.991,10.842,184,198.28571428571428,213,588.5499999999998,743.8399999999998,821.6599999999995,1.8409232287123147,1.9981801534172496,2.0719296970315133,1.1409585162234757,1.423488492162667,1.609195390715453,0.3631829193019107,0.5746916612545828,0.9309711808080376,153.86,204.55428571428573,277.46,206,220,246,200,400,0,600,1,1,1,0,0,1,0,-2.5959947599274638,-0.06433923513470027
GSD,MUD,N,MUD2,Antennaria rosea,10.45274353,37.887517,3700,1.9279937218476935e-5,0.3325502394323641,Asteraceae,Antennaria,rosea,below,E,forb,dicot,2015,0,2020,0,0,0,36.605,48.698665,42.79154720293975,43.5205,17.690334999999997,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,0,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Androsace septentrionalis,10.45274353,37.887517,3700,6.090766791617379e-5,0.7435757856208126,Primulaceae,Androsace,septentrionalis,below,D,forb,dicot,2015,0,2020,0,0,0,35.15328099,64.14,41.16176596336436,39.015445,39.565,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,400,0,0,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Campanula rotundifolia,10.45274353,37.887517,3700,1.2606822382428286e-5,0.2110215397818648,Campanulaceae,Campanula,rotundifolia,below,D,forb,dicot,2015,0,2020,0,0,0,35.238648,48.148611,42.2937950932948,43.13722,24.398611,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,0,200,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Arenaria fendleri,10.45274353,37.887517,3700,3.254751924897315e-5,0.20462967660200523,Caryophyllaceae,Arenaria,fendleri,below,D,forb,dicot,2015,1.25,2020,0.9275,-0.3225,-0.23888888888888887,34.07361,39.633617,36.883189872734,36.6340975,16.1940056,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,600,600,600,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Artemisia scopulorum,10.45274353,37.887517,3700,4.56733040641323e-4,0.9903274319756632,Asteraceae,Artemisia,scopulorum,below,D,forb,dicot,2015,0.375,2020,0,-0.375,-0.7894736842105263,37.435881,41.0685,38.856305011830365,38.9445,5.276200000000003,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,600,400,0,0,1,0,0,1,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Calamagrostis purpurascens,10.45274353,37.887517,3700,6.058794508490805e-5,0.7758311504704422,Poaceae,Calamagrostis,purpurascens,below,D,gram,monocot,2015,0,2020,0,0,0,38.443296,68.6011111111,52.99055444973834,48.35,43.3530511111,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,600,400,600,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Potentilla rubricaulis,10.45274353,37.887517,3700,1.5565029424967336e-4,0.2223768727542424,Rosaceae,Potentilla,rubricaulis,below,D,forb,dicot,2015,0.25,2020,0,-0.25,-0.7142857142857143,38.352926,69.16667,47.43126830650406,39.8769,32.370363999999995,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,400,400,0,0,1,0,0,1,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Potentilla subjuga,10.45274353,37.887517,3700,5.163021837269369e-4,0.6600544716236109,Rosaceae,Potentilla,subjuga,below,D,forb,dicot,2015,0.25,2020,0.175,-0.07500000000000001,-0.21428571428571433,37.425,39.636196,38.6065029697479,38.84054,3.0793180000000007,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,400,400,200,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Primula angustifolia,10.45274353,37.887517,3700,2.477404600885086e-4,0.3921157308761165,Primulaceae,Primula,angustifolia,below,D,forb,dicot,2015,0.125,2020,0,-0.125,-0.5555555555555556,36.9827778,40.029781,38.96783124247788,38.986528,4.233362999999997,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,0,400,400,0,1,0,0,1,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Saxifraga flagellaris,10.45274353,37.887517,3700,1.0757931280721095e-4,0.9876365446266268,Saxifragaceae,Saxifraga,flagellaris,above,E,forb,dicot,2015,0,2020,0.025,0.025,0.25,37.6688889,70.46666667,60.36003999000041,64.23,35.14145367,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,200,0,400,200,1,0,0,1,0,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Saxifraga rhomboidea,10.45274353,37.887517,3700,1.1385406957330988e-4,0.9298398098146649,Saxifragaceae,Saxifraga,rhomboidea,below,D,forb,dicot,2015,0,2020,0.0025,0.0025,0.024999999999999998,35.33499,44.9785,39.03571461985801,38.1264778,11.051099999999998,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,0,400,200,1,0,0,1,0,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Sedum lanceolatum,10.45274353,37.887517,3700,2.841131046144107e-5,0.4138547651296463,Crassulaceae,Sedum,lanceolatum,above,E,forb,dicot,2015,0,2020,0,0,0,37.6254,47.986389,42.54911989284595,42.8006,15.084648,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,600,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Silene acaulis,10.45274353,37.887517,3700,5.847092997729311e-5,0.9855056641417116,Caryophyllaceae,Silene,acaulis,above,E,forb,dicot,2015,0,2020,0,0,0,37.723056,69.7,54.35825325852209,57.39165,34.374787000000005,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,0,400,600,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Campanula uniflora,10.45274353,37.887517,3700,1.3654965899996416e-4,0.8915296781177539,Campanulaceae,Campanula,uniflora,below,D,forb,dicot,2015,0,2020,0,0,0,38.8052485,69.8333,59.04011927495049,63.75,44.48329999999999,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,600,0,0,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Androsace chamaejasme,10.45274353,37.887517,3700,2.320588080806596e-5,0.9589503619042916,Primulaceae,Androsace,chamaejasme,below,D,forb,dicot,2015,0,2020,0,0,0,39.63632,69.86666667,61.93128273327315,64.53,33.89249667,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,400,400,600,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Potentilla pulcherrima,10.45274353,37.887517,3700,6.280691451568312e-5,0.2816676880521998,Rosaceae,Potentilla,pulcherrima,below,D,forb,dicot,2015,0,2020,0,0,0,35.332222,43.67034,38.56537449190067,38.8338495,10.923673,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,NA,NA,NA,NA,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Achillea millefolium,10.45274353,37.887517,3700,3.252458529841055e-6,0.03214138076784793,Asteraceae,Achillea,millefolium,below,D,forb,dicot,2015,0,2020,0,0,0,32.9799,47.0327,39.88231753353842,40.13694444,31.954369999999997,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,600,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Trifolium nanum,10.45274353,37.887517,3700,5.028459783496912e-4,0.9630181979940412,Fabaceae,Trifolium,nanum,below,D,forb,dicot,2015,2.125,2020,0.075,-2.05,-0.9213483146067415,37.41331,40.8012,38.73325473277174,38.838681,4.968609999999998,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,400,400,200,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Trisetum spicatum,10.45274353,37.887517,3700,5.0719601269217155e-5,0.756566796729421,Poaceae,Trisetum,spicatum,below,D,gram,monocot,2015,0,2020,0,0,0,36.556822,65.85,45.76214695803549,44.12727,48.670199999999994,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,600,0,0,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Erigeron simplex,10.45274353,37.887517,3700,1.7158892433987577e-4,0.7900339175358256,Asteraceae,Erigeron,simplex,below,D,forb,dicot,2015,0,2020,0,0,0,37.453554,46.75,41.79545314334781,40.20853525,18.1920719,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,NA,NA,NA,NA,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Eriogonum arcuatum,10.45274353,37.887517,3700,2.774732492928937e-5,0.21570246793971545,Polygonaceae,Eriogonum,arcuatum,below,D,forb,dicot,2015,0,2020,0,0,0,36.500445,39.905825,39.13105553807692,39.634167,6.948324999999997,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,0,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Eriogonum flavum,10.45274353,37.887517,3700,7.648571390932003e-6,0.07426727869716926,Polygonaceae,Eriogonum,flavum,below,D,forb,dicot,2015,0,2020,0,0,0,38.999527,47.7683,44.4327905964467,44.6549,13.085,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,NA,NA,NA,NA,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Eriogonum jamesii,10.45274353,37.887517,3700,3.360020086155134e-6,0.02604734397658516,Polygonaceae,Eriogonum,jamesii,below,D,forb,dicot,2015,0,2020,0,0,0,31.8666666667,38.66648,35.516976448960285,35.70410111111,18.7353689,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,400,0,0,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Solidago nana,10.45274353,37.887517,3700,4.4446614670623595e-6,0.03179958237545331,Asteraceae,Solidago,nana,below,D,forb,dicot,2015,0,2020,0,0,0,35.973833,44.60714,39.36513550596591,38.97635,12.702004000000002,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,NA,NA,NA,NA,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Solidago simplex,10.45274353,37.887517,3700,3.8625686042119256e-5,0.7319400750245497,Asteraceae,Solidago,simplex,below,D,forb,dicot,2015,0,2020,0,0,0,35.341531,62.96,41.5067103588517,39.064719,43.2024854,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,0,200,0,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Taraxacum officinale,10.45274353,37.887517,3700,4.82825524697913e-6,0.04697534147343418,Asteraceae,Taraxacum,officinale,below,D,forb,dicot,2015,0,2020,0,0,0,29.57336667,45.778611,38.79249288461999,39.166306500000005,30.6729444,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,200,200,0,100,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Tetraneuris acaulis,10.45274353,37.887517,3700,1.8410675428856225e-5,0.1591123960526559,Asteraceae,Tetraneuris,acaulis,below,D,forb,dicot,2015,0,2020,0,0,0,35.83757,44.48058,39.08297287826389,38.7292545,14.898497000000004,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,400,600,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Tetraneuris brandegeei,10.45274353,37.887517,3700,2.637342987613499e-4,0.4932259007068151,Asteraceae,Tetraneuris,brandegeei,below,D,forb,dicot,2015,0,2020,0,0,0,33.37855,37.947708,36.353231474848485,36.5639,5.967988999999999,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,600,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Tonestus pygmaeus,10.45274353,37.887517,3700,4.994704128218023e-4,0.6611574656334026,Asteraceae,Tonestus,pygmaeus,below,D,forb,dicot,2015,1.375,2020,1.075,-0.30000000000000004,-0.2033898305084746,37.08085,39.9311488,38.51499339758427,38.79239,4.300482130000006,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,400,400,400,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Trifolium dasyphyllum,10.45274353,37.887517,3700,2.1258011651829217e-4,0.4680723697481368,Fabaceae,Trifolium,dasyphyllum,below,D,forb,dicot,2015,0,2020,0.15000000000000002,0.15000000000000002,1.5000000000000002,37.89449,41.357909,39.47821834498515,39.46,5.38102567,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,600,400,400,1,0,0,1,0,0,0,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Minuartia obtusiloba,10.45274353,37.887517,3700,9.576320187951184e-5,0.9912314269225956,Caryophyllaceae,Minuartia,obtusiloba,above,D,forb,dicot,2015,3.125,2020,3.575,0.4500000000000002,0.13953488372093029,37.4,64.767822,44.971697631589016,45.4287105,31.39146599999999,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,600,600,600,0,0,0,1,0,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Oreoxis alpina,10.45274353,37.887517,3700,2.20794528445464e-4,0.35864901291686024,Apiaceae,Oreoxis,alpina,below,D,forb,dicot,2015,3.125,2020,0.8,-2.325,-0.7209302325581396,37.4924,40.4105,39.044948710294115,39.164899,4.729900000000001,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,600,600,600,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Paronychia pulvinata,10.45274353,37.887517,3700,1.0987480941205891e-4,0.1569547142900365,Caryophyllaceae,Paronychia,pulvinata,above,E,forb,dicot,2015,8.75,2020,6.575,-2.175,-0.24576271186440676,37.36434,40.36335,39.16862070083333,39.13381415,4.565249999999999,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,600,400,600,600,0,0,0,0,1,0,1,-3.289082313680145,-0.31158790786109947
GSD,MUD,N,MUD2,Phlox condensata,10.45274353,37.887517,3700,3.520747680914534e-4,0.7615334906345854,Polemoniaceae,Phlox,condensata,below,D,forb,dicot,2015,0,2020,0,0,0,37.11059,39.658111,38.172582377382895,37.92278,5.448240999999996,9.572,10.360166666666666,12.098,157,195.16666666666666,233,390.02,703.3066666666666,867.7900000000006,1.949810798006843,1.998490736502032,2.074819379382932,1.3640508884321512,1.4743094376808952,1.609195390715453,0.38883191456712773,0.5241812988211368,0.6580010048707587,127.67,187.47166666666666,244.39000000000007,203,226.5,243,0,400,400,400,1,1,1,0,0,1,0,-3.289082313680145,-0.31158790786109947
